,center_x,certer_y
0,-16.60958348696875,-5.825261029234901
1,9.738264963182674,-0.247907661717187
2,-5.413601813379041,11.105117105134584
3,6.924213881630583,-8.654958710728073
4,19.815450860158542,11.275241509892211
5,11.657132155742236,-23.866307710989233
6,-5.026366677920693,-17.322101120785693
7,-0.7117235176539844,-10.520461646445927
8,-11.994904563446934,3.408272817176386
9,8.401187050331114,11.417730092185456
10,0.5585133384420009,19.070114167679503
11,-9.7626043510283,15.432373486207789
12,-3.8303709686004925,1.4952047568520508
13,10.422420971953365,-12.690978710519834
14,2.3663197502829405,-3.1065417070040966
15,11.42232603861488,4.245922334363636
16,-7.404658234546283,-6.897634775131986
17,2.7553324085233775,5.9788925209332815
